Id,Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
860,P,1978-06-29,5.0,Leiden,Leiden,Individual time trial,Jan Raas,NED
861,1a,1978-06-30,135.0,Leiden,Sint Willebrord,Flat stage,Jan Raas,NED
862,1b,1978-06-30,100.0,Sint Willebrord,Brussels,Flat stage,Walter Planckaert,BEL
863,2,1978-07-01,199.0,Brussels,Saint-Amand-les-Eaux,Flat stage,Jacques Esclassan,FRA
864,3,1978-07-02,244.0,Saint-Amand-les-Eaux,Saint-Germain-en-Laye,Flat stage,Klaus-Peter Thaler,GER
865,4,1978-07-03,153.0,Évreux,Caen,Team time trial,TI–Raleigh–McGregor,
866,5,1978-07-04,244.0,Caen,Mazé-Montgeoffroy,Flat stage,Freddy Maertens,BEL
867,6,1978-07-05,162.0,Mazé-Montgeoffroy,Poitiers,Flat stage,Sean Kelly,IRE
868,7,1978-07-06,242.0,Poitiers,Bordeaux,Flat stage,Freddy Maertens,BEL
869,8,1978-07-07,59.0,Saint-Émilion,Sainte-Foy-la-Grande,Individual time trial,Bernard Hinault,FRA
870,9,1978-07-08,233.0,Bordeaux,Biarritz,Flat stage,Miguel Maria Lasa,ESP
871,10,1978-07-10,192.0,Biarritz,Pau,Hilly stage,Henk Lubberding,NED
872,11,1978-07-11,161.0,Pau,Saint-Lary-Soulan Pla d'Adet,Mountain stage,Mariano Martínez,FRA
873,12a,1978-07-12,158.0,Tarbes,Valence d'Agen,Flat stage,Cancelled,
874,12b,1978-07-12,96.0,Valence d'Agen,Toulouse,Flat stage,Jacques Esclassan,FRA
875,13,1978-07-13,221.0,Figeac,Super Besse,Hilly stage,Paul Wellens,BEL
876,14,1978-07-14,52.0,Besse-en-Chandesse,Puy de Dôme,Individual time trial,Joop Zoetemelk,NED
877,15,1978-07-15,196.0,Saint-Dier-d'Auvergne,Saint-Étienne,Hilly stage,Bernard Hinault,FRA
878,16,1978-07-16,241.0,St-Étienne,Alpe d'Huez,Mountain stage,Hennie Kuiper,NED
879,17,1978-07-18,225.0,Grenoble,Morzine,Mountain stage,Christian Seznec,FRA
880,18,1978-07-19,137.0,Morzine,Lausanne,Flat stage,Gerrie Knetemann,NED
881,19,1978-07-20,182.0,Lausanne,Belfort,Flat stage,Marc Demeyer,BEL
882,20,1978-07-21,72.0,Metz,Nancy,Individual time trial,Bernard Hinault,FRA
883,21,1978-07-22,207.0,Epernay,Senlis,Flat stage,Jan Raas,NED
884,22,1978-07-23,162.0,Saint Germain en Laye,Paris,Flat stage,Gerrie Knetemann,NED
885,P,1977-06-30,5.0,Fleurance,Fleurance,Individual time trial,Dietrich Thurau,FRG
886,1,1977-07-01,237.0,Fleurance,Auch,Flat stage,Pierre-Raymond Villemiane,FRA
887,2,1977-07-02,253.0,Auch,Pau,Mountain stage,Dietrich Thurau,FRG
888,3,1977-07-03,248.0,Oloron-Sainte-Marie,Vitoria-Gasteiz,Mountain stage,José Nazabal,ESP
889,4,1977-07-04,256.0,Vitoria-Gasteiz,Seignosse le Penon,Mountain stage,Régis Delépine,FRA
890,5a,1977-07-05,139.0,Morcenx,Bordeaux,Flat stage,Jacques Esclassan,FRA
891,5b,1977-07-05,30.0,Bordeaux,Bordeaux,Individual time trial,Dietrich Thurau,FRG
892,6,1977-07-07,225.0,Bordeaux,Limoges,Flat stage,Jan Raas,NED
893,7a,1977-07-08,140.0,Jaunay-Clan,Angers,Flat stage,Patrick Sercu,BEL
894,7b,1977-07-08,4.0,Angers,Angers,Team time trial,Fiat France,
895,8,1977-07-09,247.0,Angers,Lorient,Flat stage,Giacinto Santambrogio,ITA
896,9,1977-07-10,187.0,Lorient,Rennes,Mountain stage,Klaus-Peter Thaler,FRG
897,10,1977-07-11,174.0,Bagnoles-de-l'Orne,Rouen,Flat stage,Fedor den Hertog,NED
898,11,1977-07-12,242.0,Rouen,Roubaix,Flat stage,Jean-Pierre Danguillaume,FRA
899,12,1977-07-13,193.0,Roubaix,Charleroi,Mountain stage,Patrick Sercu,BEL
900,13a,1977-07-14,46.0,Freiburg,Freiburg,Flat stage,Patrick Sercu,BEL
901,13b,1977-07-14,160.0,Altkirch ,Besançon,Flat stage,Jean-Pierre Danguillaume,FRA
902,14,1977-07-16,230.0,Besançon,Thonon-les-Bains,Mountain stage,Bernard Quilfen,FRA
903,15a,1977-07-17,105.0,Thonon-les-Bains,Morzine,Mountain stage,Paul Wellens,BEL
904,15b,1977-07-17,14.0,Morzine,Avoriaz,Individual time trial,Lucien Van Impe,BEL
905,16,1977-07-18,121.0,Morzine,Chamonix,Mountain stage,Dietrich Thurau,FRG
906,17,1977-07-19,185.0,Chamonix,Alpe d'Huez,Mountain stage,Hennie Kuiper,NED
907,18,1977-07-20,199.0,Rossignol Voiron,Saint-Étienne,Mountain stage,no winner,
908,19,1977-07-21,172.0,Saint-Trivier-sur-Moignans,Dijon,Flat stage,Gerrie Knetemann,NED
909,20,1977-07-22,50.0,Dijon,Dijon,Individual time trial,Bernard Thévenet,FRA
910,21,1977-07-23,142.0,Montereau-Fault-Yonne,Versailles,Flat stage,Gerrie Knetemann,NED
911,22a,1977-07-24,6.0,Paris,Paris,Individual time trial,Dietrich Thurau,FRG
912,22b,1977-07-24,91.0,Paris,Paris,Flat stage,Alain Meslet,FRA
913,P,1976-06-24,8.0,Saint-Jean-de-Monts,Saint-Jean-de-Monts,Individual time trial,Freddy Maertens,BEL
914,1,1976-06-25,173.0,Saint-Jean-de-Monts,Angers,Flat stage,Freddy Maertens,BEL
915,2,1976-06-26,237.0,Angers,Caen,Flat stage,Giovanni Battaglin,ITA
916,3,1976-06-27,37.0,Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,Individual time trial,Freddy Maertens,BEL
917,4,1976-06-28,258.0,Le Touquet-Paris-Plage,Bornem,Flat stage,Hennie Kuiper,NED
918,5a,1976-06-29,4.0,Leuven,Leuven,Team time trial,TI–Raleigh–Campagnolo,
919,5b,1976-06-29,144.0,Leuven,Verviers,Flat stage,Miguel-Maria Lasa,ESP
920,6,1976-06-30,209.0,Bastogne,Nancy,Flat stage,Aldo Parecchini,ITA
921,7,1976-07-01,206.0,Nancy,Mulhouse,Flat stage,Freddy Maertens,BEL
922,8,1976-07-02,220.0,Valentigney,Divonne-les-Bains,Flat stage,Jacques Esclassan,FRA
923,9,1976-07-04,258.0,Divonne-les-Bains,Alpe d'Huez,Mountain stage,Joop Zoetemelk,NED
924,10,1976-07-05,166.0,Le Bourg-d'Oisans,Montgenèvre,Mountain stage,Joop Zoetemelk,NED
925,11,1976-07-06,224.0,Montgenèvre,Manosque,Mountain stage,José-Luis Viejo,ESP
926,12,1976-07-08,205.0,Le Barcarès,Pyrénées 2000,Mountain stage,Raymond Delisle,FRA
927,13,1976-07-09,188.0,Font-Romeu-Odeillo-Via,Saint-Gaudens,Mountain stage,Willy Teirlinck[8],BEL
928,14,1976-07-10,139.0,Saint-Gaudens,Saint-Lary-Soulan,Mountain stage,Lucien Van Impe,BEL
929,15,1976-07-11,195.0,Saint-Lary-Soulan,Pau,Mountain stage,Wladimiro Panizza,ITA
930,16,1976-07-12,152.0,Pau,Fleurance,Flat stage,Michel Pollentier,BEL
931,17,1976-07-13,39.0,Fleurance,Auch,Individual time trial,Ferdinand Bracke,BEL
932,18a,1976-07-14,86.0,Auch,Langon,Flat stage,Freddy Maertens,BEL
933,18b,1976-07-14,123.0,Langon,Lacanau,Flat stage,Freddy Maertens,BEL
934,18c,1976-07-14,70.0,Lacanau,Bordeaux,Flat stage,Gerben Karstens,NED
935,19,1976-07-15,220.0,Sainte-Foy-la-Grande,Tulle,Flat stage,Hubert Mathis,FRA
936,20,1976-07-16,220.0,Tulle,Puy de Dôme,Mountain stage,Joop Zoetemelk,NED
937,21,1976-07-17,145.0,Montargis,Versailles,Flat stage,Freddy Maertens,BEL
938,22a,1976-07-18,6.0,Paris,Paris,Individual time trial,Freddy Maertens,BEL
939,22b,1976-07-18,91.0,Paris,Paris,Flat stage,Gerben Karstens,NED
940,P,1975-06-26,6.0,Charleroi,Charleroi,Individual time trial,Francesco Moser,ITA
941,1a,1975-06-27,94.0,Charleroi,Molenbeek,Flat stage,Cees Priem,NED
942,1b,1975-06-27,109.0,Molenbeek,Roubaix,Flat stage,Rik Van Linden,BEL
943,2,1975-06-28,121.0,Roubaix,Amiens,Flat stage,Ronald de Witte,BEL
944,3,1975-06-29,170.0,Amiens,Versailles,Flat stage,Karel Rottiers,BEL
945,4,1975-06-30,223.0,Versailles,Le Mans,Flat stage,Jacques Esclassan,FRA
946,5,1975-07-02,222.0,Sablé-sur-Sarthe,Merlin-Plage,Flat stage,Theo Smit,NED
947,6,1975-07-02,16.0,Merlin-Plage,Merlin-Plage,Individual time trial,Eddy Merckx,BEL
948,7,1975-07-03,236.0,Saint-Gilles-Croix-de-Vie,Angoulême,Flat stage,Francesco Moser,ITA
949,8,1975-07-04,134.0,Angoulême,Bordeaux,Flat stage,Barry Hoban,GBR
950,9a,1975-07-05,131.0,Langon,Fleurance,Flat stage,Theo Smit,NED
951,9b,1975-07-05,37.0,Fleurance,Auch,Individual time trial,Eddy Merckx,BEL
952,10,1975-07-07,206.0,Auch,Pau,Mountain stage,Felice Gimondi,ITA
953,11,1975-07-08,160.0,Pau,Saint-Lary-Soulan Pla d'Adet,Mountain stage,Joop Zoetemelk,NED
954,12,1975-07-09,242.0,Tarbes,Albi,Flat stage,Gerrie Knetemann,NED
955,13,1975-07-10,260.0,Albi,Super-Lioran,Mountain stage,Michel Pollentier,BEL
956,14,1975-07-11,174.0,Aurillac,Puy de Dôme,Mountain stage,Lucien Van Impe,BEL
957,15,1975-07-13,217.0,Nice,Pra-Loup,Mountain stage,Bernard Thévenet,FRA
958,16,1975-07-14,107.0,Barcelonnette,Serre Chevalier,Mountain stage,Bernard Thévenet,FRA
959,17,1975-07-15,225.0,Valloire,Morzine Avoriaz,Mountain stage,Vicente Lopez-Carril,ESP
960,18,1975-07-16,40.0,Morzine,Châtel,Individual time trial,Lucien Van Impe,BEL
961,19,1975-07-17,229.0,Thonon-les-Bains,Chalon-sur-Saône,Mountain stage,Rik Van Linden,BEL
962,20,1975-07-18,256.0,Pouilly-en-Auxois,Melun,Flat stage,Giacinto Santambrogio,ITA
963,21,1975-07-19,220.0,Melun,Senlis,Flat stage,Rik Van Linden,BEL
964,22,1975-07-20,164.0,Paris,Paris,Flat stage,Walter Godefroot,BEL
965,P,1974-06-27,7.0,Brest,Brest,Individual time trial,Eddy Merckx,BEL
966,1,1974-06-28,144.0,Brest,Saint-Pol-de-Léon,Flat stage,Ercole Gualazzini,ITA
967,2,1974-06-29,164.0,Plymouth,Plymouth,Flat stage,Henk Poppe,NED
968,3,1974-06-30,190.0,Morlaix,Saint-Malo,Flat stage,Patrick Sercu,BEL
969,4,1974-07-01,184.0,Saint-Malo,Caen,Flat stage,Patrick Sercu,BEL
970,5,1974-07-02,165.0,Caen,Dieppe,Flat stage,Ronald de Witte,BEL
971,6a,1974-07-03,239.0,Dieppe,Harelbeke,Flat stage,Jean-Luc Molineris,FRA
972,6b,1974-07-03,9.0,Harelbeke,Harelbeke,Team time trial,Molteni,
973,7,1974-07-04,221.0,Mons,Châlons-sur-Marne,Flat stage,Eddy Merckx,BEL
974,8a,1974-07-05,136.0,Châlons-sur-Marne,Chaumont,Flat stage,Cyrille Guimard,FRA
975,8b,1974-07-05,152.0,Chaumont,Besançon,Flat stage,Patrick Sercu,BEL
976,9,1974-07-06,241.0,Besançon,Gaillard,Mountain stage,Eddy Merckx,BEL
977,10,1974-07-07,131.0,Gaillard,Aix-les-Bains,Mountain stage,Eddy Merckx,BEL
978,11,1974-07-08,199.0,Aix-les-Bains,Serre Chevalier,Mountain stage,Vicente Lopez Carril,ESP
979,12,1974-07-10,231.0,Savines-le-Lac,Orange,Mountain stage,Jos Spruyt,BEL
980,13,1974-07-11,126.0,Avignon,Montpellier,Flat stage,Barry Hoban,GBR
981,14,1974-07-12,249.0,Lodève,Colomiers,Flat stage,Jean-Pierre Genet,FRA
982,15,1974-07-14,225.0,Colomiers,La Seu d'Urgell,Mountain stage,Eddy Merckx,BEL
983,16,1974-07-15,209.0,La Seu d'Urgell,Saint-Lary-Soulan Pla d'Adet,Mountain stage,Raymond Poulidor,FRA
984,17,1974-07-16,119.0,Saint-Lary-Soulan,La Mongie,Mountain stage,Jean-Pierre Danguillaume,FRA
985,18,1974-07-17,141.0,Bagnères-de-Bigorre,Pau,Mountain stage,Jean-Pierre Danguillaume,FRA
986,19a,1974-07-18,196.0,Pau,Bordeaux,Flat stage,Francis Campaner,FRA
987,19b,1974-07-18,12.0,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
988,20,1974-07-19,120.0,Saint-Gilles-Croix-de-Vie,Nantes,Flat stage,Gerard Vianen,NED
989,21a,1974-07-20,113.0,Vouvray,Orléans,Flat stage,Eddy Merckx,BEL
990,21b,1974-07-20,37.0,Orléans,Orléans,Individual time trial,Michel Pollentier,BEL
991,22,1974-07-21,146.0,Orléans,Paris,Flat stage,Eddy Merckx,BEL
992,P,1973-06-30,7.1,Scheveningen,Scheveningen,Individual time trial,Joop Zoetemelk,NED
993,1a,1973-07-01,84.0,Scheveningen,Rotterdam,Flat stage,Willy Teirlinck,BEL
994,1b,1973-07-01,137.5,Rotterdam,Sint-Niklaas,Flat stage,José Catieau,FRA
995,2a,1973-07-02,12.4,Sint-Niklaas,Sint-Niklaas,Team time trial,Watney–Maes Pils,
996,2b,1973-07-02,138.0,Sint-Niklaas,Roubaix,Flat stage,Eddy Verstraeten,BEL
997,3,1973-07-03,226.0,Roubaix,Reims,Flat stage,Cyrille Guimard,FRA
998,4,1973-07-04,214.0,Reims,Nancy,Flat stage,Joop Zoetemelk,NED
999,5,1973-07-05,188.0,Nancy,Mulhouse,Mountain stage,Walter Godefroot,BEL
1000,6,1973-07-06,244.5,Mulhouse,Divonne-les-Bains,Mountain stage,Jean-Pierre Danguillaume,FRA
1001,7a,1973-07-08,86.5,Divonne-les-Bains,Gaillard,Mountain stage,Luis Ocaña,ESP
1002,7b,1973-07-08,150.5,Gaillard,Méribel,Mountain stage,Bernard Thévenet,FRA
1003,8,1973-07-09,237.5,Moûtiers,Les Orres,Mountain stage,Luis Ocaña,ESP
1004,9,1973-07-10,234.5,Embrun,Nice,Mountain stage,Vicente López Carril,ESP
1005,10,1973-07-11,222.5,Nice,Aubagne,Mountain stage,Michael Wright,GBR
1006,11,1973-07-12,238.0,Montpellier,Argelès-sur-Mer,Flat stage,Barry Hoban,GBR
1007,12a,1973-07-13,28.3,Perpignan,Thuir,Individual time trial,Luis Ocaña,ESP
1008,12b,1973-07-13,76.0,Thuir,Pyrénées 2000,Mountain stage,Lucien Van Impe,BEL
1009,13,1973-07-15,235.0,Bourg-Madame,Luchon,Mountain stage,Luis Ocaña,ESP
1010,14,1973-07-16,227.5,Luchon,Pau,Mountain stage,Pedro Torres,ESP
1011,15,1973-07-17,137.0,Pau,Fleurance,Flat stage,Wilfried David,BEL
1012,16a,1973-07-18,210.0,Fleurance,Bordeaux,Flat stage,Walter Godefroot,BEL
1013,16b,1973-07-18,12.4,Bordeaux,Bordeaux,Individual time trial,Joaquim Agostinho,POR
1014,17,1973-07-19,248.0,Sainte-Foy-la-Grande,Brive-la-Gaillarde,Flat stage,Claude Tollet,FRA
1015,18,1973-07-20,216.5,Brive-la-Gaillarde,Puy de Dôme,Mountain stage,Luis Ocaña,ESP
1016,19,1973-07-21,233.5,Bourges,Versailles,Flat stage,Barry Hoban,GBR
1017,20a,1973-07-22,16.0,Versailles,Versailles,Individual time trial,Luis Ocaña,ESP
1018,20b,1973-07-22,89.0,Versailles,Paris,Flat stage,Bernard Thévenet,FRA
1019,P,1972-07-01,7.2,Angers,Angers,Individual time trial,Eddy Merckx,BEL
1020,1,1972-07-02,235.5,Angers,Saint-Brieuc,Flat stage,Cyrille Guimard,FRA
1021,2,1972-07-03,206.5,Saint-Brieuc,La Baule,Flat stage,Rik Van Linden,BEL
1022,3a,1972-07-04,161.0,Pornichet,Saint-Jean-de-Monts,Flat stage,Ercole Gualazzini,ITA
1023,3b,1972-07-04,16.2,Merlin-Plage,Merlin-Plage,Team time trial,Molteni,
1024,4,1972-07-05,236.0,Merlin-Plage,Royan,Flat stage,Cyrille Guimard,FRA
1025,5a,1972-07-06,133.5,Royan,Bordeaux,Flat stage,Walter Godefroot,BEL
1026,5b,1972-07-06,12.7,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
1027,6,1972-07-07,205.0,Bordeaux,Bayonne,Flat stage,Leo Duyndam,NED
1028,7,1972-07-09,220.5,Bayonne,Pau,Mountain stage,Yves Hézard,FRA
1029,8,1972-07-10,163.5,Pau,Luchon,Mountain stage,Eddy Merckx,BEL
1030,9,1972-07-11,179.0,Luchon,Colomiers,Hilly stage,Jos Huysmans,BEL
1031,10,1972-07-12,210.0,Castres,La Grande-Motte,Flat stage,Willy Teirlinck,BEL
1032,11,1972-07-13,207.0,Carnon-Plage,Mont Ventoux,Mountain stage,Bernard Thévenet,FRA
1033,12,1972-07-14,192.0,Carpentras,Orcières,Mountain stage,Lucien Van Impe,BEL
1034,13,1972-07-16,201.0,Orcières,Briançon,Mountain stage,Eddy Merckx,BEL
1035,14a,1972-07-17,51.0,Briançon,Valloire,Mountain stage,Eddy Merckx,BEL
1036,14b,1972-07-17,151.0,Valloire,Aix-les-Bains,Mountain stage,Cyrille Guimard,FRA
1037,15,1972-07-18,28.0,Aix-les-Bains,Le Revard,Mountain stage,Cyrille Guimard,FRA
1038,16,1972-07-19,198.5,Aix-les-Bains,Pontarlier,Hilly stage,Willy Teirlinck,BEL
1039,17,1972-07-20,213.0,Pontarlier,Ballon d’Alsace,Hilly stage,Bernard Thévenet,FRA
1040,18,1972-07-21,257.5,Vesoul,Auxerre,Flat stage,Marinus Wagtmans,NED
1041,19,1972-07-22,230.0,Auxerre,Versailles,Flat stage,Joseph Bruyère,BEL
1042,20a,1972-07-23,42.0,Versailles,Versailles,Individual time trial,Eddy Merckx,BEL
1043,20b,1972-07-23,89.0,Versailles,Paris,Flat stage,Willy Teirlinck,BEL
1044,P,1971-06-26,11.0,Mulhouse,Mulhouse,Team time trial,Molteni,
1045,1a,1971-06-27,59.5,Mulhouse,Basel,Mountain stage,Eric Leman,BEL
1046,1b,1971-06-27,90.0,Basel,Freiburg,Flat stage,Gerben Karstens,NED
1047,1c,1971-06-27,74.5,Freiburg,Mulhouse,Flat stage,Albert Van Vlierberghe,BEL
1048,2,1971-06-28,144.0,Mulhouse,Strasbourg,Mountain stage,Eddy Merckx,BEL
1049,3,1971-06-29,165.5,Strasbourg,Nancy,Mountain stage,Rini Wagtmans,NED
1050,4,1971-06-30,242.0,Nancy,Marche-en-Famenne,Flat stage,Jean-Pierre Genet,FRA
1051,5,1971-07-01,208.5,Dinant,Roubaix,Mountain stage,Pietro Guerra,ITA
1052,6a,1971-07-02,127.5,Roubaix,Amiens,Flat stage,Eric Leman,BEL
1053,6b,1971-07-02,133.5,Amiens,Le Touquet,Flat stage,Mauro Simonetti,ITA
1054,7,1971-07-04,257.5,Rungis,Nevers,Flat stage,Eric Leman,BEL
1055,8,1971-07-05,221.0,Nevers,Puy de Dôme,Mountain stage,Luis Ocaña,ESP
1056,9,1971-07-06,153.0,Clermont-Ferrand,Saint-Étienne,Mountain stage,Walter Godefroot,BEL
1057,10,1971-07-07,188.5,Saint-Étienne,Grenoble,Mountain stage,Bernard Thévenet,FRA
1058,11,1971-07-08,134.0,Grenoble,Orcières,Mountain stage,Luis Ocaña,ESP
1059,12,1971-07-10,251.0,Orcières,Marseille,Flat stage,Luciano Armani,ITA
1060,13,1971-07-11,16.3,Albi,Albi,Individual time trial,Eddy Merckx,BEL
1061,14,1971-07-12,214.5,Revel,Luchon,Mountain stage,José Manuel Fuente,ESP
1062,15,1971-07-13,19.6,Luchon,Superbagnères,Mountain stage,José Manuel Fuente,ESP
1063,16a,1971-07-14,145.0,Luchon,Gourette,Mountain stage,Bernard Labourdette,FRA
1064,16b,1971-07-14,57.5,Gourette,Pau,Flat stage,Herman Van Springel,BEL
1065,17,1971-07-15,188.0,Mont-de-Marsan,Bordeaux,Flat stage,Eddy Merckx,BEL
1066,18,1971-07-16,244.0,Bordeaux,Poitiers,Flat stage,Jean-Pierre Danguillaume,FRA
1067,19,1971-07-17,185.0,Blois,Versailles,Flat stage,Jan Krekels,NED
1068,20,1971-07-18,53.8,Versailles,Paris,Individual time trial,Eddy Merckx,BEL
1069,P,1970-06-27,7.4,Limoges,Limoges,Individual time trial,Eddy Merckx,BEL
1070,1,1970-06-27,224.5,Limoges,La Rochelle,Flat stage,Cyrille Guimard,FRA
1071,2,1970-06-28,200.0,La Rochelle,Angers,Flat stage,Italo Zilioli,ITA
1072,3a,1970-06-29,10.7,Angers,Angers,Team time trial,Faemino–Faema,
1073,3b,1970-06-29,140.0,Angers,Rennes,Flat stage,Marino Basso,ITA
1074,4,1970-06-30,229.0,Rennes,Lisieux,Flat stage,Walter Godefroot,BEL
1075,5a,1970-07-01,94.5,Lisieux,Rouen,Flat stage,Walter Godefroot,BEL
1076,5b,1970-07-01,223.0,Rouen,Amiens,Flat stage,Jozef Spruyt,BEL
1077,6,1970-07-02,135.5,Amiens,Valenciennes,Flat stage,Roger De Vlaeminck,BEL
1078,7a,1970-07-03,120.0,Valenciennes,Forest,Flat stage,Eddy Merckx,BEL
1079,7b,1970-07-03,7.2,Forest,Forest,Individual time trial,José Antonio Gonzalez Linares,ESP
1080,8,1970-07-04,232.5,Ciney,Felsberg,Flat stage,Alain Vasseur,FRA
1081,9,1970-07-05,269.5,Saarlouis,Mulhouse,Mountain stage,Mogens Frey,DEN
1082,10,1970-07-06,241.0,Belfort,Divonne-les-Bains,Mountain stage,Eddy Merckx,BEL
1083,11a,1970-07-07,8.8,Divonne-les-Bains,Divonne-les-Bains,Individual time trial,Eddy Merckx,BEL
1084,11b,1970-07-07,139.5,Divonne-les-Bains,Thonon-les-Bains,Mountain stage,Marino Basso,ITA
1085,12,1970-07-08,194.0,Thonon-les-Bains,Grenoble,Mountain stage,Eddy Merckx,BEL
1086,13,1970-07-09,194.5,Grenoble,Gap,Mountain stage,Primo Mori,ITA
1087,14,1970-07-10,170.0,Gap,Mont Ventoux,Mountain stage,Eddy Merckx,BEL
1088,15,1970-07-11,140.5,Carpentras,Montpellier,Flat stage,Marinus Wagtmans,NED
1089,16,1970-07-12,160.0,Montpellier,Toulouse,Flat stage,Albert Van Vlierberghe,BEL
1090,17,1970-07-13,190.0,Toulouse,Saint-Gaudens,Flat stage,Luis Ocaña,ESP
1091,18,1970-07-14,135.5,Saint-Gaudens,La Mongie,Mountain stage,Bernard Thévenet,FRA
1092,19,1970-07-15,185.5,Bagnères-de-Bigorre,Mourenx,Mountain stage,Christian Raymond,FRA
1093,20a,1970-07-16,223.5,Mourenx,Bordeaux,Flat stage,Rolf Wolfshohl,FRG
1094,20b,1970-07-16,8.2,Bordeaux,Bordeaux,Individual time trial,Eddy Merckx,BEL
1095,21,1970-07-17,191.5,Ruffec,Tours,Flat stage,Marino Basso,ITA
1096,22,1970-07-18,238.5,Tours,Versailles,Flat stage,Jean-Pierre Danguillaume,FRA
1097,23,1970-07-19,54.0,Versailles,Paris,Individual time trial,Eddy Merckx,BEL
1098,P,1969-06-28,10.0,Roubaix,Roubaix,Individual time trial,Rudi Altig,GER
1099,1a,1969-06-29,147.0,Roubaix,Sint-Pieters-Woluwe,Flat stage,Marino Basso,ITA
1100,1b,1969-06-29,16.0,Sint-Pieters-Woluwe,Sint-Pieters-Woluwe,Team time trial,Faema,
1101,2,1969-06-30,182.0,Sint-Pieters-Woluwe,Maastricht,Flat stage,Julien Stevens,BEL
1102,3,1969-07-01,213.0,Maastricht,Charleville-Mézières,Flat stage,Eric Leman,BEL
1103,4,1969-07-02,214.0,Charleville-Mézières,Nancy,Flat stage,Rik Van Looy,BEL
1104,5,1969-07-03,194.0,Nancy,Mulhouse,Mountain stage,Joaquim Agostinho,POR
1105,6,1969-07-04,133.0,Mulhouse,Ballon d’Alsace,Mountain stage,Eddy Merckx,BEL
1106,7,1969-07-05,241.0,Belfort,Divonne-les-Bains,Mountain stage,Mariano Diaz,ESP
1107,8a,1969-07-06,9.0,Divonne-les-Bains,Divonne-les-Bains,Individual time trial,Eddy Merckx,BEL
1108,8b,1969-07-06,137.0,Divonne-les-Bains,Thonon-les-Bains,Mountain stage,Michele Dancelli,ITA
1109,9,1969-07-07,111.0,Thonon-les-Bains,Chamonix,Mountain stage,Roger Pingeon,FRA
1110,10,1969-07-08,221.0,Chamonix,Briançon,Mountain stage,Herman Van Springel,BEL
1111,11,1969-07-09,198.0,Briançon,Digne,Mountain stage,Eddy Merckx,BEL
1112,12,1969-07-10,161.0,Digne,Aubagne,Mountain stage,Felice Gimondi,ITA
1113,13,1969-07-11,196.0,Aubagne,La Grande-Motte,Flat stage,Guido Reybrouck,BEL
1114,14,1969-07-12,234.0,La Grande-Motte,Revel,Flat stage,Joaquim Agostinho,POR
1115,15,1969-07-13,19.0,Revel,Revel,Individual time trial,Eddy Merckx,BEL
1116,16,1969-07-14,199.0,Castelnaudary,Luchon,Mountain stage,Raymond Delisle,FRA
1117,17,1969-07-15,214.0,Luchon,Mourenx,Mountain stage,Eddy Merckx,BEL
1118,18,1969-07-16,201.0,Mourenx,Bordeaux,Flat stage,Barry Hoban,GBR
1119,19,1969-07-17,193.0,Bordeaux,Brive,Flat stage,Barry Hoban,GBR
1120,20,1969-07-18,198.0,Brive,Puy de Dôme,Mountain stage,Pierre Matignon,FRA
1121,21,1969-07-19,329.0,Clermont-Ferrand,Montargis,Flat stage,Herman Van Springel,BEL
1122,22a,1969-07-20,111.0,Montargis,Créteil,Flat stage,Jozef Spruyt,BEL
1123,22b,1969-07-20,37.0,Créteil,Paris,Individual time trial,Eddy Merckx,BEL
1124,1a,1968-06-27,6.1,Vittel,Vittel,Individual time trial,Charly Grosskost,FRA
1125,1b,1968-06-28,189.0,Vittel,Esch-sur-Alzette,Flat stage,Charly Grosskost,FRA
1126,2,1968-06-29,210.5,Arlon,Forest,Flat stage,Eric de Vlaeminck,BEL
1127,3a,1968-06-30,22.0,Forest,Forest,Team time trial,Belgium A,
1128,3b,1968-06-30,112.0,Forest,Roubaix,Flat stage,Walter Godefroot,BEL
1129,4,1968-07-01,238.0,Roubaix,Rouen,Flat stage,Georges Chappe,FRA
1130,5a,1968-07-02,165.0,Rouen,Bagnoles-de-l'Orne,Flat stage,André Desvages,FRA
1131,5b,1968-07-02,154.5,Bagnoles-de-l'Orne,Dinard,Flat stage,Jean Dumont,FRA
1132,6,1968-07-03,188.0,Dinard,Lorient,Flat stage,Aurelio González Puente,ESP
1133,7,1968-07-04,190.0,Lorient,Nantes,Flat stage,Franco Bitossi,ITA
1134,8,1968-07-05,223.0,Nantes,Royan,Flat stage,Daniel van Ryckeghem,BEL
1135,9,1968-07-07,137.5,Royan,Bordeaux,Flat stage,Walter Godefroot,BEL
1136,10,1968-07-08,202.5,Bordeaux,Bayonne,Flat stage,Gilbert Bellone,FRA
1137,11,1968-07-09,183.5,Bayonne,Pau,Flat stage,Daniel van Ryckeghem,BEL
1138,12,1968-07-10,226.5,Pau,Saint-Gaudens,Mountain stage,Georges Pintens,BEL
1139,13,1968-07-11,208.5,Saint-Gaudens,La Seu d'Urgell,Mountain stage,Herman Van Springel,BEL
1140,14,1968-07-12,231.5,La Seu d'Urgell,Perpignan,Mountain stage,Jan Janssen,NED
1141,15,1968-07-14,250.5,Font-Romeu-Odeillo-Via,Albi,Flat stage,Roger Pingeon,FRA
